,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30
"Current L3 / W, min (A)",0.09589235676127672,-0.005313987649378296,-0.013495172217473398,0.030196569752027305,0.02029162940232961,-0.07009333020557687,0.0898507661509897,0.13048647649916517,-0.001838489139215152,0.27224455070708836,0.0447529822084647,0.09794522324684955,0.049512462954533674,0.03853518190110882,0.044625005484351,0.13861853149047718,0.010376928906336303,0.0720212861333372,-0.1272125875023897,-0.02705725558784534,-0.0614032790015277,0.015094294772688883,0.009117108414609842,-0.07522074671065283,-0.0019299549648138102,-0.004462236662775749,-0.0571638230542969,-0.16516841637072277,0.12072067855666689,0.08123077732642528
"Current L3 / W, StdDev (A)",0.08317778913664409,0.0875769739928971,0.013171530559290327,-0.05367469004546645,-0.003367494704366315,0.07862936404122566,0.08227919170870211,0.10658273659362862,0.019090072431951606,0.3037389449783115,0.037025247988426144,0.021032636894617075,0.007819877561947242,-0.045621376705328405,-0.017222563236011866,0.010385201723609086,0.12381275641592232,0.011661681955848394,-0.04844975731027175,-0.04942573742208613,-0.10409459938370055,0.0005361229262146151,0.0004440117305167607,0.09005522579374817,0.05687916267466094,0.006162901933074004,0.11013326310727807,0.1299114467931235,-0.15850657269955282,-0.07871411384078536
Rotor speed (RPM),0.13465730808817228,-0.03195026242579304,0.04789624857387327,0.004046089265521427,-0.004857998500852474,-0.013704396364557728,-0.008081537611135333,-0.0003255722659800103,0.03566464511666825,-0.01918150586109627,-0.0012783003508567844,-0.021012882420486722,-0.0020142962889464445,0.04408409378396034,0.003630026020567069,0.043113944042538994,-0.035059319483270616,0.013440581583508877,-0.0022673096322984154,-0.009600176682112653,0.026860714501937874,0.000611252894933776,-0.002111944285099646,0.01162270139082417,-0.04280100540611533,-0.0021849008631330546,-0.032280594329779574,0.0006373003687227417,-0.0028603644769103825,-0.012885162341914096
Generator RPM (RPM),0.13465544649469482,-0.03254054456218355,0.047522074847200196,0.004044483991077467,-0.005049033651119021,-0.013501912473523678,-0.00803279787464768,5.23147170942002e-05,0.0356471156874297,-0.019490193813836817,-0.001350713198147875,-0.020956780161332678,-0.001972196209625855,0.044080425669123346,0.003533979958755439,0.04297715097588899,-0.035035442228498304,0.013428510387884318,-0.0023159643838134825,-0.009760255107395855,0.02649417171027725,0.0006827256324717403,-0.0021139961592738883,0.011814025532007482,-0.04268049368397496,-0.0024064540446471147,-0.03249976765280099,0.0005582447023358258,-0.0027871323479479386,-0.012929015684157719
Gearbox speed (RPM),0.1346487326694769,-0.032006161531683584,0.0479771502282897,0.004012810585461395,-0.004874685327917781,-0.013703743035890111,-0.008058386457361937,-0.00027637187770276645,0.03566333902258945,-0.01922223742162506,-0.0012843238943494742,-0.02107823710310222,-0.0020111544413418934,0.04404048426805098,0.0036205481531786806,0.04305552209307314,-0.03506128136555369,0.013440715319782057,-0.0023299685184848995,-0.009573847937314566,0.026783105864403023,0.0006427805517253745,-0.0021185821602374023,0.011596414740391026,-0.042781847705042,-0.0022064442038772225,-0.0322037742207821,0.0005351448805568816,-0.0028063846186028615,-0.01284782922196457
"Generator RPM, Max (RPM)",0.1278849942594071,-0.023093315252064685,0.07691831374465713,-0.04178575644519581,-0.03402732206952342,0.0494628803556113,-0.015908010890134317,-0.0007832289377016305,0.04245709478260756,-0.017224550465902554,-0.004041072043805019,-0.032052644052594684,-0.007264616278869624,0.029417744329631266,0.004210202958866049,0.027144434557226607,-0.03471155919430908,0.009623844459061608,-0.02179530797639978,-0.011785670536704564,0.022269959290354954,0.004798927326775791,0.0005447279986992752,0.015401498297070609,-0.0584289099320211,-0.007181100315991805,-0.05092396552614488,-0.004577370379269167,0.024160108989510286,0.000252306631143606
"Generator RPM, Min (RPM)",0.12802996835047445,-0.04846847963914806,0.010781519757816261,0.056606151061667456,0.02605908875386462,-0.08951223787297131,0.00023578608733593233,0.004966257025016316,0.01531960329616097,-0.030193810745590514,-0.00035834681024292847,0.005940599234246395,0.015289878788909065,0.061129109446781585,0.019950775118874376,0.08111116963683913,-0.05268398855990878,0.022988880663848067,0.0005735306122865722,-0.003609602906961412,0.020541037787194745,-0.0018461885002501325,-0.0012824704358544471,0.004583171612539589,-0.03875026678099632,-0.006087314079231954,-0.04500843394601607,-0.03127984434008699,-0.03006723318037665,-0.00819804645348778
"Generator RPM, Standard deviation (RPM)",0.01964315184260588,0.04088984773111814,0.11786116484162021,-0.16532956243181438,-0.10034718748553546,0.24272423838324317,-0.031023499306526994,-0.01200263910656142,0.0539443984269034,0.02499629426477343,-0.007451872507928201,-0.07649823397813346,-0.0474211234078646,-0.032308595998266555,-0.030450465073500035,-0.09134925658064981,0.02448144054844815,-0.026165078793111696,-0.043014533523399685,-0.027053602270570014,0.0046824053632631805,0.00990238342737573,0.0033506111492647363,0.017584408634415016,-0.028415095195474797,-0.015435854121911586,0.0009394842962193659,0.05770590135618324,0.10116391573198191,0.008861558860410578
"Rotor speed, Max (RPM)",0.12789516591999728,-0.022490117806610657,0.07720399128107978,-0.0416096607417347,-0.03369777678185524,0.04913278107918952,-0.015950239350771448,-0.0012619377823500125,0.0428398352600386,-0.016803234103426597,-0.003975580104377208,-0.032214253975039096,-0.007431189762449851,0.029601130115329177,0.004261604337615272,0.02740585910278273,-0.03479823009972281,0.009594139212926876,-0.02167944944533201,-0.011679237174524796,0.022905412107182915,0.004747563010370071,0.0004310927113920617,0.015157994821658742,-0.05831927225863978,-0.0069241839622362494,-0.05043905207992307,-0.003991378422237549,0.02433514873731624,0.0004026436544050851
"Rotor speed, Min (RPM)",0.1281102979210163,-0.04792347737394593,0.011477586946424192,0.05622529382864097,0.025919292457147414,-0.08939812608413422,0.00011360894185819095,0.004632531536198805,0.014750352207318084,-0.030152257616889777,-0.0004382924740143707,0.006057838407558428,0.01545593658949468,0.060689277378851034,0.020087005892694538,0.08110587210808386,-0.052638673832834,0.022841148022649013,0.0004478735795383614,-0.0031090370030650016,0.020772230098712215,-0.0019348713888237877,-0.0013503621242278423,0.004536653456498726,-0.03936667749292591,-0.005945820336641875,-0.045295184212055445,-0.03141989622588133,-0.0305641489570635,-0.008116137422423886
"Rotor speed, Standard deviation (RPM)",0.019652523734228797,0.04115318505245143,0.11764559915352114,-0.16501605085783805,-0.10012853833134105,0.24260519901677807,-0.0310423737559524,-0.012248202613304223,0.05571927626986807,0.025128056404419022,-0.007400482944477712,-0.07696732271987375,-0.04769699440656783,-0.03174604871964396,-0.030546490864021537,-0.09078734500760659,0.024240757695448444,-0.02589220870431901,-0.04304542176654961,-0.027443106984717393,0.005042272134661876,0.009946529416373778,0.003301593856245274,0.01727832376149884,-0.027809345996265205,-0.015504317066011502,0.0016926685767835736,0.05851459960245445,0.10197245336408955,0.008999816647500207
Blade angle (pitch position) A (°),0.0072328307767315,0.15866238095404422,-0.15776672928818866,0.06624942311211325,0.04664341016112934,-0.008161094105644152,-0.008601535292482768,0.06418824486672314,0.10354904946152506,-0.12977020675330134,-0.026235377256056663,-0.015914635988454735,0.0024223476636788944,0.030871430037896174,0.018206114414994628,0.03822055433642181,-0.06118617972415334,-0.00640035205202789,-0.09342318778543217,-0.03139851166134788,-0.1260558801933503,0.012200461369690264,0.005822749976081156,0.08893715833493092,0.021025905794304613,0.013917656708449962,0.055505388975369926,0.010648717247548185,-0.026636011959538367,-0.059371758805347716
Blade angle (pitch position) B (°),0.007265139014359006,0.15869568084793154,-0.1577636638683665,0.06623265935365695,0.04666004015149115,-0.008197345259734902,-0.00859711464565568,0.06426770693842954,0.10344786847523892,-0.12977948729654679,-0.02623732387961096,-0.015956880725348465,0.002467056491517561,0.030806454551823674,0.01819072991313042,0.038130921319369376,-0.06112537784701569,-0.006402513104626922,-0.09338926551082372,-0.03142461927581692,-0.12612928394778977,0.01220460267527993,0.005836563347049278,0.08894634295018627,0.02114275881151069,0.013984569752828534,0.05549944989657471,0.010542872706580005,-0.02663840465534751,-0.05931762151819934
Blade angle (pitch position) C (°),0.007215151616040363,0.15867594869869495,-0.15777329782982089,0.06622365161276182,0.04664251365222003,-0.008174842283139474,-0.008615810603923541,0.06431877900522075,0.1035720156800671,-0.12983000005489326,-0.026225955409702222,-0.016007305625748217,0.0024495254504383677,0.03079885355640546,0.018217500011489942,0.0381613593337073,-0.061152486471115076,-0.006361574750150083,-0.09331883532448684,-0.03141279388440447,-0.12617288573633173,0.012177232443060265,0.005814305706020748,0.08890682698985504,0.021202779359004727,0.014008361047500223,0.05550349281457019,0.010508640594474358,-0.02663207023299266,-0.059271241541074965
Yaw bearing angle (°),0.014888321688071209,-0.031745624339549035,0.047807269646033136,0.08818661585518006,0.2956842084317455,0.20148069665403845,-0.013442340307404288,-0.007005485307635713,0.003872542741493141,-0.007318118805957862,0.012787953243639807,0.07359783100361159,0.014578389715293965,-0.02872547198609791,0.01824762110061036,0.008361987511566239,-0.007683389613493948,0.0010128709945480246,0.031876090384751664,0.007195720604761901,0.007321121029490123,0.0010882033254325187,-0.0008477537314030866,-0.009768132472306613,-0.004292280117261059,0.01291435690972444,-0.003315744016990586,-0.023211925171978256,0.010155868223871094,-0.009336811125725751
"Blade angle (pitch position) A, Max (°)",0.03923007272012898,0.1727569256011395,-0.09877506417879267,0.030277578230062222,0.04141282481847934,0.01624637099954995,0.042593623117415075,0.21566540186584862,-0.02723564392094099,-0.03336050055678676,-0.02211991131117001,-0.1683368619553459,-0.029841160982982427,-0.024543837901089972,0.025311775669176504,0.03915914001441249,0.055019507563962726,0.023838264736649385,0.13730785195040648,0.03255059774270266,0.1083531878033606,-0.008586627830561662,-0.00618654269494096,-0.06096532069904994,-0.025165920843318788,-0.006941841466859083,-0.046073744787627,0.010100989511974984,0.01121718817587292,0.039790983166727946
"Blade angle (pitch position) A, Min (°)",-0.021424991127112707,0.026570185549091362,-0.057167472804319046,0.03911515361357434,0.017866365378961597,-0.04879338303848501,0.0005148116363978542,-0.02413807658161899,0.5332550088999758,0.015908089237784223,-0.014052956971804663,-0.010825016279166747,0.017358321683716427,-0.10711165220304289,0.011606630167626602,-0.04760634074002267,0.02651715250019079,-0.006991549026473372,-0.012030878841483902,0.02150482459748714,0.018218181919825587,0.0031371788914461747,0.003009922723992188,-0.019593853161656537,-0.027010882049652355,-0.00835518608944746,-0.05167943397124638,-0.041905654385010364,-0.016572199734946155,0.03169816504049117
"Blade angle (pitch position) A, Standard deviation (°)",0.033031302463962964,0.17959936780799302,-0.10591789929901337,0.031757522810060126,0.04192428847948482,0.018562085354395286,0.03866025702080382,0.20798168090704264,-0.052434981967406764,-0.04715670697783297,-0.021710498326555038,-0.15260472956597343,-0.027636274948514655,-0.00423358133273971,0.029887567164129353,0.057208054208343816,0.02760908673728916,0.02533375969934463,0.10264030539601393,0.019618094139977768,0.09013038676209177,-0.008316371685082233,-0.007623394318937719,-0.046437015025829004,-0.028855218484438325,-0.010824946082157477,-0.04504266875462597,0.011369082764093437,0.0014539907397159528,0.02398137400075645
"Blade angle (pitch position) B, Max (°)",0.03924851436976669,0.17274482909940542,-0.09875282440194319,0.030286199207494428,0.04140767286326855,0.016216241416515485,0.04258881774233788,0.21579755331610181,-0.027295417900050765,-0.03341612418176852,-0.022051962253387493,-0.16840327086565937,-0.029891859603121112,-0.024613567542557228,0.025218839477386373,0.03921533794201938,0.055039987198991294,0.023834390617186892,0.13741419047166875,0.032460677131870605,0.10840483918635123,-0.008701635405765377,-0.006291686369800889,-0.06075752802090696,-0.02512822586212451,-0.0069197112227480685,-0.04609891418861188,0.010244839012556007,0.011124007146448808,0.039819616091577185
"Blade angle (pitch position) B, Min (°)",-0.021414313555587407,0.026536825065334713,-0.05713123276415613,0.03910613088157298,0.01787005498395127,-0.04877682134855402,0.0005261738726579926,-0.024134365326924718,0.5333450381027598,0.015897903060915056,-0.013910436093564325,-0.01102157138282382,0.0173632121549644,-0.1070751305326841,0.011576897668366556,-0.047857201627587054,0.02663861696455927,-0.006994084732057218,-0.012139447993639627,0.021555694722223604,0.018274304044350646,0.0031508089803709786,0.0030233989282058005,-0.01951309309065321,-0.02717159344921225,-0.00822802923522075,-0.05214081044061427,-0.042069011671884135,-0.016845693110822704,0.0318659600077971
"Blade angle (pitch position) B, Standard deviation (°)",0.033051722389094686,0.1795855579618288,-0.10591303573630785,0.0317612645626702,0.0419196198988231,0.01852602466675513,0.0386491152813899,0.20807565586238733,-0.05247230984443624,-0.04719448701627455,-0.02167088180945108,-0.15264816604327505,-0.027666353386401013,-0.0043309833303622,0.02982789247408174,0.05721582474158996,0.027629701665054063,0.025348795138828456,0.10273866691536973,0.019548393350789332,0.09011586723709056,-0.00839560585348734,-0.007691746168872103,-0.04631323415503016,-0.02881420259191697,-0.010757577057578894,-0.04501856053288307,0.011406070899616112,0.0014537123531212074,0.024017866754141068
"Blade angle (pitch position) C, Max (°)",0.03924807842434189,0.17267967438927834,-0.09876636062715428,0.030271826700405857,0.04138966479824403,0.01621117770514122,0.04261221983712806,0.21583910748361895,-0.027288900709062,-0.03348401528319681,-0.02204048633319133,-0.16848123172252438,-0.029949979784649246,-0.024673277036431567,0.025179409570577578,0.039147513016073124,0.05507824416013717,0.02376548061434078,0.13754687935969168,0.03247803933273716,0.10832970269451886,-0.008854426410229526,-0.006429515068165082,-0.06076740678910935,-0.02510017812376649,-0.0069304876356102545,-0.04604915985884059,0.01028971619395027,0.01116733093041698,0.039893682491403286
"Blade angle (pitch position) C, Min (°)",-0.02141019787671842,0.026513714281336146,-0.05712171108257137,0.039098681314003285,0.01789423141684838,-0.04870916680819574,0.0005306922246307572,-0.024142359635898947,0.5333048717958379,0.015874512757647206,-0.013813638370326724,-0.011165404110210964,0.01735296494007429,-0.10696732923076478,0.01156496934980979,-0.04796633447917276,0.026661136423647126,-0.007020039735950178,-0.012160199559183177,0.02163136680909289,0.01835347952061394,0.0031580467326570594,0.0030227619724947728,-0.01940845010734496,-0.027305234403480552,-0.008153800904312144,-0.05234913923104234,-0.04203675347967081,-0.016908376788971575,0.03197085588742296
"Blade angle (pitch position) C, Standard deviation (°)",0.03303836684282513,0.17954658588923525,-0.1059415797016686,0.031766810759487854,0.04189254111615113,0.01852474171455553,0.03862392687488572,0.208113678736493,-0.05245781884050478,-0.04731845785692274,-0.02167983565068913,-0.15270224802402207,-0.027721038151164445,-0.004382072536449433,0.02983096687490216,0.05720197694262984,0.027615503512865815,0.025324272441545392,0.10281928847573496,0.019553923042607002,0.09001995753953929,-0.008503026758966655,-0.0077899334404252524,-0.046333252446677256,-0.028812886043895574,-0.010754243537675866,-0.04496079852338141,0.011407227732680077,0.0014764225392509401,0.02408484578343071
Gear oil inlet pressure (bar),0.12557029618160384,-0.0064149244365472495,-0.03664606600891276,0.045877144725558414,0.008837748446544334,-0.025117348598676616,-0.019083471645229395,-0.07303165188926243,0.02045386043166844,0.028727996510603707,0.018377053094641698,0.027974604836111194,-0.034984498876035754,0.14892523030632404,-0.07235999865904273,0.002571886372176055,-0.017048185612011192,0.004812377810107009,0.04882225331357779,-0.001302457533469744,0.05792547286851817,-0.0005187627505574902,-0.0010038092422671573,0.025727861771866714,-0.07231611926454638,0.028798158129397552,-0.0630084275529243,0.004147209616708834,-0.005851679322666394,-0.002186540243729041
Gear oil pump pressure (bar),0.12241466908019472,-0.0046057406526619936,-0.046002355955739274,0.04803261720264708,0.00819582151429598,-0.020777607435699418,-0.017977179052045288,-0.07955834412928846,0.024677828743938816,0.04396469844001901,0.022199826509997325,0.027603946729495288,-0.04534925205571375,0.17405496617819974,-0.08720453533900777,0.005122087716399662,-0.016212493062897695,0.005955953257165886,0.06082260632734936,0.0010166102771877635,0.06748092696877094,-0.00231291076487224,-0.001614562313365103,0.02674179343925954,-0.07976149320552542,0.0373998520796978,-0.06312721684907854,-0.00036998814558579615,-0.001669159780041696,-0.007295198646825252
Grid frequency (Hz),-0.0009423863601946844,0.0013787561654963658,-0.0007377754017925966,0.02043684354961746,-0.025514829660279386,0.0025341170242663374,0.0056951791112264975,0.015667906904106816,0.0113643555113669,-0.09409464281262078,0.5947710527485823,-0.03780994913190217,-0.0265144731128795,-0.024956293034360557,0.018186941890278654,-0.013473475029570093,0.022141888838009605,0.018186704144494283,-0.007402641382889572,-0.0017908588117690125,-0.014662857793618457,0.0033168077900520426,0.005000635703334699,0.0014097005065863526,0.001076977344924835,-0.005124853493609263,0.0012214399990014037,0.006968798289499541,-0.004474938720590091,-0.01007902590525557
"Grid frequency, Max (Hz)",5.62808954229921e-05,0.0067368246741491755,0.0024748821398035584,0.0037009111813775873,-0.013739436605558647,0.007276988443846607,0.03715105186957323,-0.012091510336270409,0.008098443980187026,-0.10726855350794913,0.5417827315554034,-0.03991425029174453,-0.03392853685526415,-0.02237153409484016,0.01479794567196192,-0.11307607636778214,-0.007212815462247942,0.3684453502953676,-0.01007509291441204,0.05269378435940828,-0.036109460630598035,0.0046734161144678325,0.001108780312696216,0.022166662187152048,0.016314819512373152,-0.01917755853864409,0.0013282013019167045,0.00831067703949672,-0.019409892556584093,0.01368996361158616
"Grid frequency, Min (Hz)",-0.001985538592219719,-0.005022034914284593,-0.0018694156457545635,0.034626480708676695,-0.032584469733479365,-0.006475766984171419,-0.025039619651384317,0.04075300444678266,0.011851230349101863,-0.0697749336382834,0.5571623748569154,-0.02696699143469935,-0.013641487474893313,-0.03111636801777015,0.019220728550269055,0.09518631693429383,0.06113405889577157,-0.32517518825234093,-0.016686162783482353,-0.042604986474632386,0.010907883747093727,0.004032699586308246,0.009595593051226377,-0.04169272583442591,-0.015533275184808265,0.0003116071064133072,-0.012828080680199264,-0.0040414288102555915,0.03102088759202826,-0.0037238028104344227
"Grid frequency, Standard deviation (Hz)",-0.0003547627033392243,0.020323480212020677,0.009848519894418059,-0.033968367115970795,0.015424522904729458,0.006485805723266539,0.07679456264406284,-0.04732319796605373,-0.002303299018172016,-0.01961401190968773,-0.03985677373970122,-0.015206646376762457,-0.02328214622812562,0.010265709123943924,0.017290052359886492,-0.2323275883308167,-0.08573639821903321,0.7855704050249313,0.007355199690847275,0.1344387663642283,-0.03590839690725332,-0.0017809271582375635,-0.01332484965198226,0.055286333161311145,0.029056982632643946,-0.0070885426786715805,0.009993289522125103,0.0020299902408385737,-0.01638972348644964,-0.021418020809668134
Apparent power (kVA),0.13862860420610482,-0.0007197117932811816,-0.004950104704229643,0.02696477099580229,0.0047964327532050745,-0.027367809945164454,-0.012662634531485605,-0.015738454677696193,0.008854400075586329,-0.02726765041115355,-0.0006185587529320964,0.015191138991477232,0.003466841836984998,0.031426687696539966,-0.01616204620966203,-0.002254687948102821,-0.011909709530869377,-0.00018409407002710314,-0.0006312370174106664,-0.014404629183136392,0.010299935291156782,-0.00329912375237173,-0.0024985166193942044,0.021433545811384305,-0.004365578855999152,0.01393618970402598,0.016996178629095558,0.00682125493561115,0.007403102121791896,0.0006471031543496914
Cable windings from calibration point,-0.009344785124385654,0.07194451510431667,0.07112521528855882,0.03238033440049289,0.030924566691140885,-0.03643312843800393,-0.03259790807841913,-0.12915890424088408,-0.00410382504586815,0.012139395561248356,-0.008828720989871384,-0.08888120446946954,0.02507096227418813,-0.01490056760201466,0.011513223578885508,0.1011322524965337,0.11107550822472094,0.0285279997510184,0.21244690717965536,-0.2494314918976579,-0.3032856328164789,0.016851285718682208,-0.002645168678515725,0.33139018629633343,0.21908568370191145,-0.1182946455868733,-0.3574563663960831,0.09693014432297883,0.37660694819873086,0.44357213958815844
Metal particle count,0.000860615536349592,0.00296899679910402,0.0019495267417867646,-0.0023152514214716115,0.0001832192963077421,-0.001162040480129598,-0.002805331056928701,-0.004460377195166551,0.0002544167838083738,-0.0018361806876778545,-0.006360900774256395,-0.0013350322985895826,-0.005395938610597156,0.006463053208070018,-0.00015451467691714407,0.019596231035944756,-0.0009376013441206891,0.02143006158332904,0.0007716228156516376,-0.029128651814833817,0.18429480235947784,0.7087982113846665,0.6633434933297888,0.05565008795445636,0.13090598673277198,0.016298584300182155,0.020039971146481195,-0.010895567424192327,0.0025753904745434257,-0.00786544344963368
Drive train acceleration (mm/ss),0.1213533254809638,0.034636084692628626,-0.011417980617579171,-0.02473342017264468,-0.05470167617601566,0.035198403605527354,-0.016521380089742438,-0.05150976664874766,-0.0015301079480016814,0.00164804743326426,0.006491734306168271,0.11252109230701282,0.047139461785088196,-0.08555249852872791,0.007153948610831504,0.02044283122671866,0.023443436590405882,0.009457734823525438,0.12353764259347472,0.048670172562199784,0.010787824659788274,0.006069023826144996,0.005460515734057584,-0.017740075414318737,-0.03535440105566833,-0.0017586878658560831,-0.0891929561473112,-0.07615313412532433,-0.06001389801964557,-0.007444922852081274
Tower Acceleration X (mm/ss),0.04030297258576632,0.07512294944535348,-0.05096975320499525,-0.08134401312001778,-0.147543498662097,0.0641937554495541,-0.013991425741021331,-0.04679460999340056,-0.04124078123213057,-0.033298934533883516,0.010648249748727481,0.24193603093387475,0.1174554948428595,-0.16048203765248076,0.028952644899971763,0.11868068488980885,0.0003333966394436731,0.027588771386608382,0.24871846465004227,0.08913321356397458,-0.036179402540074665,-0.002798103034435147,0.011961719750231619,-0.03371061242924231,-0.02035679932581754,0.08913508094862871,-0.1113254987588552,-0.3258928940028226,-0.0813688157939399,0.021936520267960093
Tower Acceleration y (mm/ss),0.10074866580360857,0.04689250486001704,-0.022369343399932108,-0.04118635768844524,-0.08301535269085618,0.048410441902871026,-0.021744352380494002,-0.04774346242405282,-0.010358409822252874,-0.027830345083029975,0.009316722817476976,0.1537745782114547,0.059846995619770214,-0.05119731620240583,0.020213300486447438,0.09998660546294495,-0.016697621744776726,0.034247078638344586,0.16946751946520458,0.03726008646763644,-0.012601938256388723,-0.0060714522244931625,0.0036805540485433472,-0.006067678488370474,-0.016609335847395233,0.07456952149781763,-0.14267445081317878,-0.2420250152322728,-0.03746873087230913,-0.007381983297595269
Yaw error (°),0.004422234493652134,0.010594409916227135,0.02010613761667311,-0.014921144381449793,-0.02083763584931435,0.001546727520837325,-0.00011241988601684921,0.015118928173474988,0.023402431205017477,-0.024962708951605732,0.02096387351800539,-0.09687436337434849,0.61456583313046,0.2618078744566443,0.01820861527881501,-0.10842375622052332,0.10829339273727386,-0.00798050513725801,0.009004190105553134,0.014705713750692413,0.04881745182800083,0.0009237128606739489,-0.0026030986904790406,0.00923888995700292,-0.029893793968121196,-0.021963129465259856,0.016454841356669383,0.037820510044172195,0.005675527973912877,-0.012142553921356089
